"hospital","year","variable","value"
"muhlenberg community hospital",2004,"occupancy_pct",31.6
"murray calloway  county hospital",2004,"occupancy_pct",44.2
"northkey community care-intensive services",2004,"occupancy_pct",34.5
"norton audubon hospital",2004,"occupancy_pct",42.6
"norton hsp/kosair chdrn hsp/norton med pav",2004,"occupancy_pct",42.8
"norton southwest hospital",2004,"occupancy_pct",31
"norton suburban hospital",2004,"occupancy_pct",56.9
"our lady of bellefonte hospital",2004,"occupancy_pct",51
"owensboro medical health sy stem",2004,"occupancy_pct",41.1
"parkway regional hospital",2004,"occupancy_pct",30.9
"pattie a clay regional medical ctr",2004,"occupancy_pct",38.9
"paul b hall regional medical center",2004,"occupancy_pct",59.6
"pikeville medical center",2004,"occupancy_pct",55.1
"pineville community hospital",2004,"occupancy_pct",41.2
"regional medical center of hopkins co",2004,"occupancy_pct",31.6
"ridge behavioral health sy stem",2004,"occupancy_pct",61.8
"rivendell behavioral health services",2004,"occupancy_pct",97.3
"river valley behavioral health",2004,"occupancy_pct",41
"rockcastle hospital",2004,"occupancy_pct",50.2
"russell county  hospital",2004,"occupancy_pct",28
"saint joseph east",2004,"occupancy_pct",47.1
"saint joseph hospital",2004,"occupancy_pct",58.5
"samaritan hospital",2004,"occupancy_pct",29
"shriners hosp for children",2004,"occupancy_pct",21.6
"spring view hospital",2004,"occupancy_pct",24.2
"st claire medical center",2004,"occupancy_pct",38.9
"st elizabeth medical center north",2004,"occupancy_pct",15.3
"st elizabeth medical center south",2004,"occupancy_pct",70.6
"st luke hospital east",2004,"occupancy_pct",35.3
"st luke hospital west",2004,"occupancy_pct",63
"t j samson community hospital",2004,"occupancy_pct",45.4
"taylor county  hospital",2004,"occupancy_pct",47.3
"ten broeck dupont",2004,"occupancy_pct",98.6
"ten broeck hospital",2004,"occupancy_pct",94.6
"the medical center at bowling green",2004,"occupancy_pct",63.7
"the medical center at scottsville",2004,"occupancy_pct",11.8
"three rivers medical center",2004,"occupancy_pct",53.4
"twin lakes regional medical center",2004,"occupancy_pct",33
"university of kentucky hospital",2004,"occupancy_pct",65
"university of louisville hospital",2004,"occupancy_pct",59.7
"wayne county  hospital inc",2004,"occupancy_pct",23.9
"western baptist hospital",2004,"occupancy_pct",51.5
"western state hospital",2004,"occupancy_pct",26.1
"whitesburg arh hospital",2004,"occupancy_pct",48
"williamson arh hospital",2004,"occupancy_pct",52.4
"baptist hospital east",2005,"occupancy_pct",85.5
"baptist hospital northeast",2005,"occupancy_pct",38.9
"baptist regional medical center",2005,"occupancy_pct",64.3
"berea hospital",2005,"occupancy_pct",39.4
"bourbon community hospital",2005,"occupancy_pct",30.3
"caritas medical center",2005,"occupancy_pct",44.9
"caritas peace center",2005,"occupancy_pct",52.1
"central baptist hospital",2005,"occupancy_pct",64.2
"central state hospital",2005,"occupancy_pct",58.5
"clark regional medical center",2005,"occupancy_pct",31.5
"clinton county  hospital inc",2005,"occupancy_pct",59.5
"crittenden county hospital",2005,"occupancy_pct",35
"eastern state hospital",2005,"occupancy_pct",51.3
"ephraim mcdowell reg medical ctr",2005,"occupancy_pct",65.7
"fhc cumberland hall",2005,"occupancy_pct",78.9
"flaget memorial hospital",2005,"occupancy_pct",57.2
"fleming county hospital",2005,"occupancy_pct",44.4
"frankfort regional medical center",2005,"occupancy_pct",26.2
"georgetown community hospital",2005,"occupancy_pct",15.6
"greenview regional hospital",2005,"occupancy_pct",24.8
"hardin memorial hospital",2005,"occupancy_pct",53.7
"harlan arh hospital",2005,"occupancy_pct",37.4
"harrison memorial hospital",2005,"occupancy_pct",30.4
"hazard arh regional medical center",2005,"occupancy_pct",69.6
"highlands regional medical center",2005,"occupancy_pct",44.6
"jackson purchase medical center",2005,"occupancy_pct",51.5
"jennie stuart medical center inc",2005,"occupancy_pct",40.6
"jewish hospital",2005,"occupancy_pct",82.3
"jewish hospital shelbyville",2005,"occupancy_pct",49.9
"kentucky  river medical center",2005,"occupancy_pct",65.9
"kentucky correctional psychiatric ctr",2005,"occupancy_pct",84.5
"kings daughters medical center",2005,"occupancy_pct",75.3
"lake cumberland regional hospital",2005,"occupancy_pct",63.4
"lincoln trail behavioral health system",2005,"occupancy_pct",89.8
"logan memorial hospital",2005,"occupancy_pct",29.3
"lourdes hospital",2005,"occupancy_pct",37.7
"mary  chiles hospital",2005,"occupancy_pct",29.1
"marymount medical center",2005,"occupancy_pct",77.6
"mcdowell arh hospital",2005,"occupancy_pct",23.8
"meadowview regional medical center",2005,"occupancy_pct",26.4
"memorial hospital inc",2005,"occupancy_pct",60.7
"methodist hospital",2005,"occupancy_pct",43.8
"middlesboro arh hospital",2005,"occupancy_pct",39.4
"monroe county medical center",2005,"occupancy_pct",56.2
"muhlenberg community hospital",2005,"occupancy_pct",31.8
"murray calloway  county hospital",2005,"occupancy_pct",44
"northkey community care intensive services",2005,"occupancy_pct",34.1
"norton audubon hospital",2005,"occupancy_pct",48.8
"norton hsp/kosair chdrn hsp/norton pav",2005,"occupancy_pct",44.4
"norton southwest hospital",2005,"occupancy_pct",17.5
"norton suburban hospital",2005,"occupancy_pct",61.3
"our lady of bellefonte hospital",2005,"occupancy_pct",44.5
"owensboro medical health sy stem",2005,"occupancy_pct",41.5
"parkway regional hospital",2005,"occupancy_pct",29.6
"pattie a clay regional medical ctr",2005,"occupancy_pct",41.4
"paul b hall regional medical center",2005,"occupancy_pct",66.2
"pikeville medical center",2005,"occupancy_pct",48.1
"pineville community hospital",2005,"occupancy_pct",38.7
"regional medical center of hopkins co",2005,"occupancy_pct",33.1
"ridge behavioral health sy stem",2005,"occupancy_pct",65.3
"rivendell behavioral health services",2005,"occupancy_pct",97.7
"river valley behavioral health",2005,"occupancy_pct",44.2
"rockcastle hospital",2005,"occupancy_pct",47.8
"saint joseph east",2005,"occupancy_pct",51.2
"saint joseph hospital",2005,"occupancy_pct",56.6
"samaritan hospital",2005,"occupancy_pct",26.1
"shriners hosp for children",2005,"occupancy_pct",26.2
"spring view hospital",2005,"occupancy_pct",25.5
"st claire medical center",2005,"occupancy_pct",36
"st elizabeth medical center north",2005,"occupancy_pct",10.9
"st elizabeth medical center south",2005,"occupancy_pct",77.1
"st luke hospital east",2005,"occupancy_pct",39.1
"st luke hospital west",2005,"occupancy_pct",67.3
"t j samson community hospital",2005,"occupancy_pct",45
"taylor regional hospital",2005,"occupancy_pct",40.9
"ten broeck dupont",2005,"occupancy_pct",96.4
"ten broeck hospital",2005,"occupancy_pct",93.2
"the medical center at bowling green",2005,"occupancy_pct",56.5
"three rivers medical center",2005,"occupancy_pct",54.2
"twin lakes regional medical center",2005,"occupancy_pct",40.9
"university of kentucky hospital",2005,"occupancy_pct",74.7
"university of louisville hospital",2005,"occupancy_pct",64.6
"western baptist hospital",2005,"occupancy_pct",51.1
"western state hospital",2005,"occupancy_pct",27.5
"westlake regional hospital",2005,"occupancy_pct",23.5
"whitesburg arh hospital",2005,"occupancy_pct",48
"williamson arh hospital",2005,"occupancy_pct",44.3
"baptist hospital east",2006,"occupancy_pct",85.7
"baptist hospital northeast",2006,"occupancy_pct",36.7
"baptist regional medical center",2006,"occupancy_pct",57.4
"bourbon community hospital",2006,"occupancy_pct",29.2
"central baptist hospital",2006,"occupancy_pct",62.2
"central state hospital",2006,"occupancy_pct",56.5
"clark regional medical center",2006,"occupancy_pct",34
"clinton county  hospital",2006,"occupancy_pct",56.4
"crittenden county  hospital",2006,"occupancy_pct",35
"eastern state hospital",2006,"occupancy_pct",39
"ephraim mcdowell reg medical ctr",2006,"occupancy_pct",67.4
"fhc cumberland hall",2006,"occupancy_pct",86.8
"flaget memorial hospital",2006,"occupancy_pct",59.7
"fleming county hospital",2006,"occupancy_pct",47
"frankfort regional medical center",2006,"occupancy_pct",26.5
"georgetown community  hospital",2006,"occupancy_pct",25.4
"greenview regional hospital",2006,"occupancy_pct",22.3
"hardin memorial hospital",2006,"occupancy_pct",54.3
"harlan arh hospital",2006,"occupancy_pct",33.5
"harrison memorial hospital",2006,"occupancy_pct",25.2
"hazard arh regional medical center",2006,"occupancy_pct",77.5
"highlands regional medical center",2006,"occupancy_pct",44.1
"jackson purchase medical center",2006,"occupancy_pct",52.3
"jennie stuart medical center",2006,"occupancy_pct",44.2
"jewish hospital",2006,"occupancy_pct",83.5
"jewish hospital shelbyville",2006,"occupancy_pct",47
"kentucky correctional psychiatric ctr",2006,"occupancy_pct",79
"kentucky river medical center",2006,"occupancy_pct",59.1
"kings daughters medical center",2006,"occupancy_pct",77.8
"lake cumberland regional hospital",2006,"occupancy_pct",65.4
"lincoln trail behavioral health sy stem",2006,"occupancy_pct",81.1
"logan memorial hospital",2006,"occupancy_pct",20.7
"lourdes hospital",2006,"occupancy_pct",36.9
"mary  chiles hospital",2006,"occupancy_pct",32.6
"mary mount medical center",2006,"occupancy_pct",79.4
"meadowview regional medical center",2006,"occupancy_pct",27
"memorial hospital",2006,"occupancy_pct",61.2
"methodist hospital",2006,"occupancy_pct",42.5
"middlesboro arh hospital",2006,"occupancy_pct",38.8
"monroe county medical center",2006,"occupancy_pct",57.9
"muhlenberg community hospital",2006,"occupancy_pct",33.9
"murray calloway county hospital",2006,"occupancy_pct",44.5
"northkey community care",2006,"occupancy_pct",32.5
"norton audubon hospital",2006,"occupancy_pct",48.9
"norton hsp/kosair chdrn hsp/norton",2006,"occupancy_pct",44.4
"norton southwest hospital",2006,"occupancy_pct",1
"norton suburban hospital",2006,"occupancy_pct",65.4
"our lady of bellefonte hospital",2006,"occupancy_pct",43.4
"our lady of peace",2006,"occupancy_pct",52.8
"owensboro medical health system",2006,"occupancy_pct",42.1
"parkway regional hospital",2006,"occupancy_pct",25.1
"pattie a clay  regional medical ctr",2006,"occupancy_pct",39.8
"paul b hall regional medical center",2006,"occupancy_pct",62.4
"pikeville medical center",2006,"occupancy_pct",46.1
"pineville community hospital",2006,"occupancy_pct",36
"regional medical center of hopkins co",2006,"occupancy_pct",31
"ridge behavioral health system",2006,"occupancy_pct",81.5
"rivendell behavioral health services",2006,"occupancy_pct",82
"river valley behavioral health",2006,"occupancy_pct",57.6
"rockcastle hospital",2006,"occupancy_pct",49.1
"saint joseph east",2006,"occupancy_pct",55.9
"saint joseph hospital",2006,"occupancy_pct",53.5
"saints mary and elizabeth hospital",2006,"occupancy_pct",49
"samaritan hospital",2006,"occupancy_pct",22.5
"shriners hosp for children",2006,"occupancy_pct",29.2
"spring view hospital",2006,"occupancy_pct",26.6
"st claire medical center",2006,"occupancy_pct",35.7
"st elizabeth medical center north",2006,"occupancy_pct",10.1
"st elizabeth medical center south",2006,"occupancy_pct",62.7
"st luke hospital east",2006,"occupancy_pct",39.1
"st luke hospital west",2006,"occupancy_pct",66.1
"t j samson community hospital",2006,"occupancy_pct",43.9
"taylor regional hospital",2006,"occupancy_pct",38.7
"ten broeck dupont",2006,"occupancy_pct",95.2
"ten broeck hospital",2006,"occupancy_pct",98.4
"the medical center at bowling green",2006,"occupancy_pct",64.9
"three rivers medical center",2006,"occupancy_pct",55.4
"twin lakes regional medical center",2006,"occupancy_pct",43.3
"university of kentucky hospital",2006,"occupancy_pct",82.3
"university of louisville hospital",2006,"occupancy_pct",68
"western baptist hospital",2006,"occupancy_pct",52.9
"western state hospital",2006,"occupancy_pct",27.4
"westlake regional hospital",2006,"occupancy_pct",27.3
"whitesburg arh hospital",2006,"occupancy_pct",43.7
"williamson arh hospital",2006,"occupancy_pct",45.2
"baptist hospital east",2007,"occupancy_pct",86.9
"baptist hospital northeast",2007,"occupancy_pct",35.5
"baptist regional medical center",2007,"occupancy_pct",52.2
"bourbon community hospital",2007,"occupancy_pct",31.3
"central baptist hospital",2007,"occupancy_pct",60.9
"central state hospital",2007,"occupancy_pct",49.7
"clark regional medical center",2007,"occupancy_pct",31.9
"clinton county hospital",2007,"occupancy_pct",56
"crittenden county hospital",2007,"occupancy_pct",30.5
"cumberland hall",2007,"occupancy_pct",76
"eastern state hospital",2007,"occupancy_pct",47.9
"ephraim mcdowell reg medical ctr",2007,"occupancy_pct",66.3
"flaget memorial hospital",2007,"occupancy_pct",54.2
"fleming county hospital",2007,"occupancy_pct",45.1
"frankfort regional medical center",2007,"occupancy_pct",27.1
"georgetown community hospital",2007,"occupancy_pct",27.7
"greenview regional hospital",2007,"occupancy_pct",18.2
"hardin memorial hospital",2007,"occupancy_pct",54.2
"harlan arh hospital",2007,"occupancy_pct",28.3
"harrison memorial hospital",2007,"occupancy_pct",26.7
"hazard arh regional medical center",2007,"occupancy_pct",72.8
"highlands regional medical center",2007,"occupancy_pct",45.1
"jackson purchase medical center",2007,"occupancy_pct",45.4
"jennie stuart medical center",2007,"occupancy_pct",43
"jewish hospital",2007,"occupancy_pct",82.7
"jewish hospital shelbyville",2007,"occupancy_pct",42.2
"kentucky correctional psychiatric ctr",2007,"occupancy_pct",75.9
"kentucky river medical center",2007,"occupancy_pct",52.9
"kings daughters medical center",2007,"occupancy_pct",78.9
"lake cumberland regional hospital",2007,"occupancy_pct",80.5
"lincoln trail behavioral health system",2007,"occupancy_pct",56.8
"logan memorial hospital",2007,"occupancy_pct",20.5
"lourdes hospital",2007,"occupancy_pct",44
"marymount medical center",2007,"occupancy_pct",82
"meadowview regional medical center",2007,"occupancy_pct",28.9
"memorial hospital",2007,"occupancy_pct",51.2
"methodist hospital",2007,"occupancy_pct",39.6
"middlesboro arh hospital",2007,"occupancy_pct",32.2
"monroe county medical center",2007,"occupancy_pct",54.9
"muhlenberg community hospital",2007,"occupancy_pct",31.6
"murray calloway county hospital",2007,"occupancy_pct",44.5
"northkey community care intensive",2007,"occupancy_pct",33.6
"norton audubon hospital",2007,"occupancy_pct",45.3
"norton hsp/kosair chdrn hsp/norton",2007,"occupancy_pct",47
"norton suburban hospital",2007,"occupancy_pct",58.7
"our lady of bellefonte hospital",2007,"occupancy_pct",40.5
"our lady of peace",2007,"occupancy_pct",54.2
"owensboro medical health system",2007,"occupancy_pct",40.5
"parkway regional hospital",2007,"occupancy_pct",23.1
"pattie a clay regional medical ctr",2007,"occupancy_pct",37.2
"paul b hall regional medical center",2007,"occupancy_pct",62
"pikeville medical center",2007,"occupancy_pct",47.8
"pineville community hospital",2007,"occupancy_pct",38.3
"regional medical center of hopkins co",2007,"occupancy_pct",28.9
"ridge behavioral health system",2007,"occupancy_pct",82.6
"rivendell behavioral health services",2007,"occupancy_pct",93.6
"river valley behavioral health",2007,"occupancy_pct",61.4
"rockcastle hospital",2007,"occupancy_pct",47.4
"saint joseph east",2007,"occupancy_pct",56
"saint joseph hospital",2007,"occupancy_pct",48.8
"saints mary and elizabeth hospital",2007,"occupancy_pct",52.1
"shriners hosp for children",2007,"occupancy_pct",29.4
"spring view hospital",2007,"occupancy_pct",25.7
"st claire medical center",2007,"occupancy_pct",38
"st elizabeth medical center north",2007,"occupancy_pct",0.9
"st elizabeth medical center south",2007,"occupancy_pct",71.7
"st joseph mount sterling hosp",2007,"occupancy_pct",29.9
"st luke hospital east",2007,"occupancy_pct",38.1
"st luke hospital west",2007,"occupancy_pct",67.8
"t j samson community hospital",2007,"occupancy_pct",42.1
"taylor regional hospital",2007,"occupancy_pct",36.3
"ten broeck dupont",2007,"occupancy_pct",93.8
"ten broeck hospital",2007,"occupancy_pct",94.5
